name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,class_mapping
GDS5015,Modified natural and stimulated in vitro fertilization cycles: cumulus cells,Analysis of cumulus cells surrounding mature oocytes derived from modified natural in vitro fertilization (IVF) and controlled ovarian hyperstimulation IVF cycles. Results provide insight into the molecular mechanisms underlying the lower success rates of modified natural IVF.,24221912,GPL6244,in situ oligonucleotide,33297,1,8,transformed count,GSE43684,none,data/GEO_v2/datasets/GDS5015.csv,945,agent,3,"{'none': 3, 'gonadotropin-releasing hormone agonist': 3, 'gonadotropin-releasing hormone antagonist': 2}","{'none': 0, 'gonadotropin-releasing hormone agonist': 1, 'gonadotropin-releasing hormone antagonist': 1}"
GDS5015,Modified natural and stimulated in vitro fertilization cycles: cumulus cells,Analysis of cumulus cells surrounding mature oocytes derived from modified natural in vitro fertilization (IVF) and controlled ovarian hyperstimulation IVF cycles. Results provide insight into the molecular mechanisms underlying the lower success rates of modified natural IVF.,24221912,GPL6244,in situ oligonucleotide,33297,1,8,transformed count,GSE43684,none,data/GEO_v2/datasets/GDS5015.csv,945,cell type,2,"{'cumulus cells of MII-blastocyst oocyte': 6, 'cumulus cells of MII-morulae ooycyte': 2}","{'cumulus cells of MII-blastocyst oocyte': 0, 'cumulus cells of MII-morulae ooycyte': 1}"
GDS3638,Actein effect on breast cancer cell line: dose response and time course,Analysis of MDB-MB-453 breast cancer cells treated with 20 or 40 ug/ml actein for 6 or 24 hours. Actein is a triterpene glycoside from the herb black cohosh and inhibits the growth of cancer cells in vitro. Results provide insight into the molecular basis of this inhibitory effect.,17621630,GPL571,in situ oligonucleotide,22277,1,16,transformed count,GSE7848,none,data/GEO_v2/datasets/GDS3638.csv,958,agent,2,"{'actein': 10, 'DMSO': 6}","{'actein': 0, 'DMSO': 1}"
GDS3638,Actein effect on breast cancer cell line: dose response and time course,Analysis of MDB-MB-453 breast cancer cells treated with 20 or 40 ug/ml actein for 6 or 24 hours. Actein is a triterpene glycoside from the herb black cohosh and inhibits the growth of cancer cells in vitro. Results provide insight into the molecular basis of this inhibitory effect.,17621630,GPL571,in situ oligonucleotide,22277,1,16,transformed count,GSE7848,none,data/GEO_v2/datasets/GDS3638.csv,958,time,2,"{'24 h': 10, '6 h': 6}","{'24 h': 0, '6 h': 1}"
GDS5232,Early and late onset colorectal cancers,Analysis of primary colorectal cancer (CRC) tumors from patients diagnosed with CRC at an early age (28 to 53 years of age) and patients diagnosed at a later age (69 to 87 years). Results identify genes associated with early onset CRC.,21716316,GPL2986,spotted oligonucleotide,32878,1,50,transformed count,GSE25071,none,data/GEO_v2/datasets/GDS5232.csv,863,age,2,"{'young (28 - 53 y)': 27, 'old (69 - 87 y)': 23}","{'young (28 - 53 y)': 0, 'old (69 - 87 y)': 1}"
GDS5232,Early and late onset colorectal cancers,Analysis of primary colorectal cancer (CRC) tumors from patients diagnosed with CRC at an early age (28 to 53 years of age) and patients diagnosed at a later age (69 to 87 years). Results identify genes associated with early onset CRC.,21716316,GPL2986,spotted oligonucleotide,32878,1,50,transformed count,GSE25071,none,data/GEO_v2/datasets/GDS5232.csv,863,gender,2,"{'male': 28, 'female': 22}","{'male': 0, 'female': 1}"
GDS5232,Early and late onset colorectal cancers,Analysis of primary colorectal cancer (CRC) tumors from patients diagnosed with CRC at an early age (28 to 53 years of age) and patients diagnosed at a later age (69 to 87 years). Results identify genes associated with early onset CRC.,21716316,GPL2986,spotted oligonucleotide,32878,1,50,transformed count,GSE25071,none,data/GEO_v2/datasets/GDS5232.csv,863,tissue,2,"{'primary colon cancer tumor': 46, 'normal colon': 4}","{'primary colon cancer tumor': 0, 'normal colon': 1}"
GDS1329,Molecular apocrine breast tumors,"Analysis of tumors of 49 breast cancer patients. Tumors classified into luminal and basal classes, and a novel molecular apocrine class. Apocrine tumors are estrogen receptor negative (ER-) and androgen receptor positive (AR+), while luminal tumors are ER+ and AR+, and basal tumors are ER- and AR-.",15897907,GPL96,in situ oligonucleotide,22283,1,49,transformed count,GSE1561,none,data/GEO_v2/datasets/GDS1329.csv,958,disease state,3,"{'luminal tumor': 27, 'basal tumor': 16, 'apocrine tumor': 6}","{'luminal tumor': 0, 'basal tumor': 0, 'apocrine tumor': 1}"
GDS1329,Molecular apocrine breast tumors,"Analysis of tumors of 49 breast cancer patients. Tumors classified into luminal and basal classes, and a novel molecular apocrine class. Apocrine tumors are estrogen receptor negative (ER-) and androgen receptor positive (AR+), while luminal tumors are ER+ and AR+, and basal tumors are ER- and AR-.",15897907,GPL96,in situ oligonucleotide,22283,1,49,transformed count,GSE1561,none,data/GEO_v2/datasets/GDS1329.csv,958,disease state,3,"{'luminal tumor': 27, 'basal tumor': 16, 'apocrine tumor': 6}","{'luminal tumor': 0, 'basal tumor': 1, 'apocrine tumor': 0}"
GDS1329,Molecular apocrine breast tumors,"Analysis of tumors of 49 breast cancer patients. Tumors classified into luminal and basal classes, and a novel molecular apocrine class. Apocrine tumors are estrogen receptor negative (ER-) and androgen receptor positive (AR+), while luminal tumors are ER+ and AR+, and basal tumors are ER- and AR-.",15897907,GPL96,in situ oligonucleotide,22283,1,49,transformed count,GSE1561,none,data/GEO_v2/datasets/GDS1329.csv,958,disease state,3,"{'luminal tumor': 27, 'basal tumor': 16, 'apocrine tumor': 6}","{'luminal tumor': 1, 'basal tumor': 0, 'apocrine tumor': 0}"
GDS4007,Myelomatous bone marrow samples after aspiration: time course,Analysis of myeloma-patient whole bone marrow (BM) aspirates after immediate RNA fixation or after delayed fixation (up to 660 min). Aspiration interrupts the natural BM interactions. Results provide insight into the molecular pathways regulated by intercellular interactions within myelomatous BM.,23241658,GPL6244,in situ oligonucleotide,33297,1,26,transformed count,GSE36036,none,data/GEO_v2/datasets/GDS4007.csv,959,disease state,2,"{'myeloma': 24, 'remission': 2}","{'myeloma': 0, 'remission': 1}"
GDS4007,Myelomatous bone marrow samples after aspiration: time course,Analysis of myeloma-patient whole bone marrow (BM) aspirates after immediate RNA fixation or after delayed fixation (up to 660 min). Aspiration interrupts the natural BM interactions. Results provide insight into the molecular pathways regulated by intercellular interactions within myelomatous BM.,23241658,GPL6244,in situ oligonucleotide,33297,1,26,transformed count,GSE36036,none,data/GEO_v2/datasets/GDS4007.csv,959,protocol,2,"{'Delayed fixation following aspiration': 15, 'Immediate fixation following aspiration': 11}","{'Delayed fixation following aspiration': 0, 'Immediate fixation following aspiration': 1}"
GDS3115,Heart failure: peripheral blood mononuclear cells,Analysis of peripheral blood mononuclear cells from chronic heart failure (CHF) patients with ischemic or non-ischemic cardiomyopathy (ICM or NICM). Results provide insight into diagnostic/prognostic markers and CHF gene expression profiles.,19336532,GPL96,in situ oligonucleotide,22283,1,11,transformed count,GSE9128,none,data/GEO_v2/datasets/GDS3115.csv,958,disease state,3,"{'non-ischemic heart failure': 4, 'ischemic heart failure': 4, 'control': 3}","{'non-ischemic heart failure': 0, 'ischemic heart failure': 0, 'control': 1}"
GDS3115,Heart failure: peripheral blood mononuclear cells,Analysis of peripheral blood mononuclear cells from chronic heart failure (CHF) patients with ischemic or non-ischemic cardiomyopathy (ICM or NICM). Results provide insight into diagnostic/prognostic markers and CHF gene expression profiles.,19336532,GPL96,in situ oligonucleotide,22283,1,11,transformed count,GSE9128,none,data/GEO_v2/datasets/GDS3115.csv,958,disease state,3,"{'non-ischemic heart failure': 4, 'ischemic heart failure': 4, 'control': 3}","{'non-ischemic heart failure': 0, 'ischemic heart failure': 1, 'control': 0}"
GDS3115,Heart failure: peripheral blood mononuclear cells,Analysis of peripheral blood mononuclear cells from chronic heart failure (CHF) patients with ischemic or non-ischemic cardiomyopathy (ICM or NICM). Results provide insight into diagnostic/prognostic markers and CHF gene expression profiles.,19336532,GPL96,in situ oligonucleotide,22283,1,11,transformed count,GSE9128,none,data/GEO_v2/datasets/GDS3115.csv,958,disease state,3,"{'non-ischemic heart failure': 4, 'ischemic heart failure': 4, 'control': 3}","{'non-ischemic heart failure': 1, 'ischemic heart failure': 0, 'control': 0}"
GDS4595,Inflammatory amnion mesenchymal cell model response to interleukin-1β: time course,Analysis of monolayer cultures of amnion mesenchymal cells (AMC) following interleukin-1β challenge for up to 8 hrs. These AMCs represent an in vitro model system by which to study the inflammatory component of labor. Results provide insight into molecular response of AMCs to cytokine challenge.,21655103,GPL571,in situ oligonucleotide,22277,1,9,transformed count,GSE26315,none,data/GEO_v2/datasets/GDS4595.csv,958,agent,2,"{'interleukin-1Î²': 6, 'control': 3}","{'interleukin-1Î²': 0, 'control': 1}"
GDS4346,Gli transcriptional repressor Gli3T effect on epithelioid carcinoma cell line Panc-1,"Analysis of epithelioid carcinoma Panc1 cells expressing Gli3T, a transcriptional repressor of Gli. Gli transcription factors are essential for Kras initiation of pancreatic tumorigenesis. Results provide insight into molecular mechanisms underlying pancreatic epithelial transformation.",22493246,GPL6244,in situ oligonucleotide,33297,1,6,transformed count,GSE36855,none,data/GEO_v2/datasets/GDS4346.csv,959,genotype/variation,2,"{'control': 3, 'Gli3T-expressing': 3}","{'control': 0, 'Gli3T-expressing': 1}"
GDS1287,Bone mineral density and circulating monocytes,"Comparison of circulating monocytes from pre- and postmenopausal females with low or high bone mineral density (BMD). Circulating monocytes are progenitors of osteoclasts, and produce factors important to bone metabolism. Results provide insight into the role of monocytes in osteoporosis.",15965235,GPL96,in situ oligonucleotide,22283,1,19,transformed count,GSE2208,none,data/GEO_v2/datasets/GDS1287.csv,607,disease state,2,"{'high BMD': 10, 'low BMD': 9}","{'high BMD': 0, 'low BMD': 1}"
GDS1287,Bone mineral density and circulating monocytes,"Comparison of circulating monocytes from pre- and postmenopausal females with low or high bone mineral density (BMD). Circulating monocytes are progenitors of osteoclasts, and produce factors important to bone metabolism. Results provide insight into the role of monocytes in osteoporosis.",15965235,GPL96,in situ oligonucleotide,22283,1,19,transformed count,GSE2208,none,data/GEO_v2/datasets/GDS1287.csv,607,development stage,2,"{'postmenopausal': 10, 'premenopausal': 9}","{'postmenopausal': 0, 'premenopausal': 1}"
GDS4388,Leukemia inhibitory factor effect on Sin3a-silenced MCF7 breast cancer cell line,Analysis of SIN3 transcription regulator homolog A (Sin3a)-depleted MCF7 cells stimulated with LIF cytokine to activate signal transducer and activator of transcription 3 (STAT3). STAT3 transcription factor is a potent oncogene. Results provide insight into role of Sin3a in mediating STAT3 activity.,22783022,GPL570,in situ oligonucleotide,54675,1,11,transformed count,GSE35696,none,data/GEO_v2/datasets/GDS4388.csv,958,genotype/variation,2,"{'control': 6, 'SIN3A knockdown': 5}","{'control': 0, 'SIN3A knockdown': 1}"
GDS4388,Leukemia inhibitory factor effect on Sin3a-silenced MCF7 breast cancer cell line,Analysis of SIN3 transcription regulator homolog A (Sin3a)-depleted MCF7 cells stimulated with LIF cytokine to activate signal transducer and activator of transcription 3 (STAT3). STAT3 transcription factor is a potent oncogene. Results provide insight into role of Sin3a in mediating STAT3 activity.,22783022,GPL570,in situ oligonucleotide,54675,1,11,transformed count,GSE35696,none,data/GEO_v2/datasets/GDS4388.csv,958,agent,2,"{'not stimulated': 6, 'LIF': 5}","{'not stimulated': 0, 'LIF': 1}"
GDS4871,Donor lymphocyte infusion effect on bone marrow-infiltrating CD3+ T cells of patients with relapsed chronic myelogenous leukemia,"Analysis of marrow-infiltrating CD3+ T cells isolated from relapsed chronic myelogenous leukemia (CML) patients following donor lymphocyte infusion (DLI) therapy. Four patients were DLI-responsive, two were DLI-nonresponsive. Results provide mechanistic insights into DLI response in relapsed CML.",24357730,GPL571,in situ oligonucleotide,22277,1,12,transformed count,GSE49067,none,data/GEO_v2/datasets/GDS4871.csv,958,protocol,2,"{'control': 6, 'donor lymphocyte infusion': 6}","{'control': 0, 'donor lymphocyte infusion': 1}"
GDS4871,Donor lymphocyte infusion effect on bone marrow-infiltrating CD3+ T cells of patients with relapsed chronic myelogenous leukemia,"Analysis of marrow-infiltrating CD3+ T cells isolated from relapsed chronic myelogenous leukemia (CML) patients following donor lymphocyte infusion (DLI) therapy. Four patients were DLI-responsive, two were DLI-nonresponsive. Results provide mechanistic insights into DLI response in relapsed CML.",24357730,GPL571,in situ oligonucleotide,22277,1,12,transformed count,GSE49067,none,data/GEO_v2/datasets/GDS4871.csv,958,individual,2,"{'responder': 8, 'nonresponder': 4}","{'responder': 0, 'nonresponder': 1}"
GDS3690,Atherosclerotic Coronary Artery Disease: circulating mononuclear cell types,"Analysis of various mononuclear cells from patients with severe triple-vessel coronary artery disease (CAD). CD34+ stem cells, CD4+ T-helper cells, CD14+ resting monocytes, LPS-stimulated monocytes, and macrophages were examined. Results provide insight into the pathophysiology of atherosclerosis.",19059264,GPL6255,oligonucleotide beads,20589,1,153,transformed count,GSE9820,none,data/GEO_v2/datasets/GDS3690.csv,949,disease state,2,"{'coronary artery disease': 87, 'control': 66}","{'coronary artery disease': 0, 'control': 1}"
GDS3690,Atherosclerotic Coronary Artery Disease: circulating mononuclear cell types,"Analysis of various mononuclear cells from patients with severe triple-vessel coronary artery disease (CAD). CD34+ stem cells, CD4+ T-helper cells, CD14+ resting monocytes, LPS-stimulated monocytes, and macrophages were examined. Results provide insight into the pathophysiology of atherosclerosis.",19059264,GPL6255,oligonucleotide beads,20589,1,153,transformed count,GSE9820,none,data/GEO_v2/datasets/GDS3690.csv,949,cell type,5,"{'macrophage': 34, 'T cell': 34, 'resting monocyte': 31, 'stimulated monocyte': 31, 'stem cell': 23}","{'macrophage': 0, 'T cell': 0, 'resting monocyte': 0, 'stimulated monocyte': 0, 'stem cell': 1}"
GDS3690,Atherosclerotic Coronary Artery Disease: circulating mononuclear cell types,"Analysis of various mononuclear cells from patients with severe triple-vessel coronary artery disease (CAD). CD34+ stem cells, CD4+ T-helper cells, CD14+ resting monocytes, LPS-stimulated monocytes, and macrophages were examined. Results provide insight into the pathophysiology of atherosclerosis.",19059264,GPL6255,oligonucleotide beads,20589,1,153,transformed count,GSE9820,none,data/GEO_v2/datasets/GDS3690.csv,949,cell type,5,"{'macrophage': 34, 'T cell': 34, 'resting monocyte': 31, 'stimulated monocyte': 31, 'stem cell': 23}","{'macrophage': 0, 'T cell': 0, 'resting monocyte': 0, 'stimulated monocyte': 1, 'stem cell': 0}"
GDS3690,Atherosclerotic Coronary Artery Disease: circulating mononuclear cell types,"Analysis of various mononuclear cells from patients with severe triple-vessel coronary artery disease (CAD). CD34+ stem cells, CD4+ T-helper cells, CD14+ resting monocytes, LPS-stimulated monocytes, and macrophages were examined. Results provide insight into the pathophysiology of atherosclerosis.",19059264,GPL6255,oligonucleotide beads,20589,1,153,transformed count,GSE9820,none,data/GEO_v2/datasets/GDS3690.csv,949,cell type,5,"{'macrophage': 34, 'T cell': 34, 'resting monocyte': 31, 'stimulated monocyte': 31, 'stem cell': 23}","{'macrophage': 0, 'T cell': 0, 'resting monocyte': 1, 'stimulated monocyte': 0, 'stem cell': 0}"
GDS3690,Atherosclerotic Coronary Artery Disease: circulating mononuclear cell types,"Analysis of various mononuclear cells from patients with severe triple-vessel coronary artery disease (CAD). CD34+ stem cells, CD4+ T-helper cells, CD14+ resting monocytes, LPS-stimulated monocytes, and macrophages were examined. Results provide insight into the pathophysiology of atherosclerosis.",19059264,GPL6255,oligonucleotide beads,20589,1,153,transformed count,GSE9820,none,data/GEO_v2/datasets/GDS3690.csv,949,cell type,5,"{'macrophage': 34, 'T cell': 34, 'resting monocyte': 31, 'stimulated monocyte': 31, 'stem cell': 23}","{'macrophage': 0, 'T cell': 1, 'resting monocyte': 0, 'stimulated monocyte': 0, 'stem cell': 0}"
GDS3690,Atherosclerotic Coronary Artery Disease: circulating mononuclear cell types,"Analysis of various mononuclear cells from patients with severe triple-vessel coronary artery disease (CAD). CD34+ stem cells, CD4+ T-helper cells, CD14+ resting monocytes, LPS-stimulated monocytes, and macrophages were examined. Results provide insight into the pathophysiology of atherosclerosis.",19059264,GPL6255,oligonucleotide beads,20589,1,153,transformed count,GSE9820,none,data/GEO_v2/datasets/GDS3690.csv,949,cell type,5,"{'macrophage': 34, 'T cell': 34, 'resting monocyte': 31, 'stimulated monocyte': 31, 'stem cell': 23}","{'macrophage': 1, 'T cell': 0, 'resting monocyte': 0, 'stimulated monocyte': 0, 'stem cell': 0}"
GDS3704,Dietary polyunsaturated and saturated fatty acids effect on peripheral blood mononuclear cells,Analysis of peripheral blood mononuclear cells of individuals before and 6 hours after the consumption of shakes containing either mainly polyunsanturated (PUFA) or saturated fatty acids (SFA). Results provide insight into the molecular basis of the beneficial effect of PUFA on health.,19923369,GPL7144,in situ oligonucleotide,16313,1,84,transformed count,GSE13466,none,data/GEO_v2/datasets/GDS3704.csv,876,protocol,2,"{'PUFA consumption': 42, 'SFA consumption': 42}","{'PUFA consumption': 0, 'SFA consumption': 1}"
GDS3704,Dietary polyunsaturated and saturated fatty acids effect on peripheral blood mononuclear cells,Analysis of peripheral blood mononuclear cells of individuals before and 6 hours after the consumption of shakes containing either mainly polyunsanturated (PUFA) or saturated fatty acids (SFA). Results provide insight into the molecular basis of the beneficial effect of PUFA on health.,19923369,GPL7144,in situ oligonucleotide,16313,1,84,transformed count,GSE13466,none,data/GEO_v2/datasets/GDS3704.csv,876,agent,3,"{'baseline': 42, 'PUFA': 21, 'SUFA': 21}","{'baseline': 0, 'PUFA': 0, 'SUFA': 1}"
GDS3704,Dietary polyunsaturated and saturated fatty acids effect on peripheral blood mononuclear cells,Analysis of peripheral blood mononuclear cells of individuals before and 6 hours after the consumption of shakes containing either mainly polyunsanturated (PUFA) or saturated fatty acids (SFA). Results provide insight into the molecular basis of the beneficial effect of PUFA on health.,19923369,GPL7144,in situ oligonucleotide,16313,1,84,transformed count,GSE13466,none,data/GEO_v2/datasets/GDS3704.csv,876,agent,3,"{'baseline': 42, 'PUFA': 21, 'SUFA': 21}","{'baseline': 0, 'PUFA': 1, 'SUFA': 0}"
GDS3704,Dietary polyunsaturated and saturated fatty acids effect on peripheral blood mononuclear cells,Analysis of peripheral blood mononuclear cells of individuals before and 6 hours after the consumption of shakes containing either mainly polyunsanturated (PUFA) or saturated fatty acids (SFA). Results provide insight into the molecular basis of the beneficial effect of PUFA on health.,19923369,GPL7144,in situ oligonucleotide,16313,1,84,transformed count,GSE13466,none,data/GEO_v2/datasets/GDS3704.csv,876,agent,3,"{'baseline': 42, 'PUFA': 21, 'SUFA': 21}","{'baseline': 1, 'PUFA': 0, 'SUFA': 0}"
GDS5620,H3K79 histone methyl transferase DOT1L inhibitor Compound 55 effect on breast cancer cells: dose response,Analysis of MDA-MB-231 breast cancer cells treated with DOT1L (disruptor of telomeric silencing 1 like) inhibitor Compound 55 or DOT1L siRNA. DOT1L is a histone H3-lysine79 (H3K79) methyltransferase. Results provide insight into the role of DOT1L/H3K79 methylation in breast cancer.,25359765,GPL10558,oligonucleotide beads,48107,1,8,transformed count,GSE56630,none,data/GEO_v2/datasets/GDS5620.csv,965,agent,3,"{'DOT1L inhibitor [2] Compound 55': 4, 'DMSO': 2, 'DOT1L siRNA': 2}","{'DOT1L inhibitor [2] Compound 55': 0, 'DMSO': 0, 'DOT1L siRNA': 1}"
GDS5620,H3K79 histone methyl transferase DOT1L inhibitor Compound 55 effect on breast cancer cells: dose response,Analysis of MDA-MB-231 breast cancer cells treated with DOT1L (disruptor of telomeric silencing 1 like) inhibitor Compound 55 or DOT1L siRNA. DOT1L is a histone H3-lysine79 (H3K79) methyltransferase. Results provide insight into the role of DOT1L/H3K79 methylation in breast cancer.,25359765,GPL10558,oligonucleotide beads,48107,1,8,transformed count,GSE56630,none,data/GEO_v2/datasets/GDS5620.csv,965,agent,3,"{'DOT1L inhibitor [2] Compound 55': 4, 'DMSO': 2, 'DOT1L siRNA': 2}","{'DOT1L inhibitor [2] Compound 55': 0, 'DMSO': 1, 'DOT1L siRNA': 0}"
GDS5620,H3K79 histone methyl transferase DOT1L inhibitor Compound 55 effect on breast cancer cells: dose response,Analysis of MDA-MB-231 breast cancer cells treated with DOT1L (disruptor of telomeric silencing 1 like) inhibitor Compound 55 or DOT1L siRNA. DOT1L is a histone H3-lysine79 (H3K79) methyltransferase. Results provide insight into the role of DOT1L/H3K79 methylation in breast cancer.,25359765,GPL10558,oligonucleotide beads,48107,1,8,transformed count,GSE56630,none,data/GEO_v2/datasets/GDS5620.csv,965,agent,3,"{'DOT1L inhibitor [2] Compound 55': 4, 'DMSO': 2, 'DOT1L siRNA': 2}","{'DOT1L inhibitor [2] Compound 55': 1, 'DMSO': 0, 'DOT1L siRNA': 0}"
GDS3510,Claudin-1 overexpression effect on lung adenocarcinoma cell line,"Analysis of lung adenocarcinoma CL1-5 cells overexpressing Claudin-1 (CLDN1), a component of tight junction complexes. Low CLDN1 expression in lung adenocarcinomas is associated with shorter overall survival. Results provide insight into the role of CLDN1 in the progression of lung adenocarcinoma.",18787218,GPL570,in situ oligonucleotide,54675,1,4,transformed count,GSE10309,none,data/GEO_v2/datasets/GDS3510.csv,958,protocol,2,"{'control': 2, 'CLDN1 overexpression': 2}","{'control': 0, 'CLDN1 overexpression': 1}"
GDS3258,Monocyte-derived macrophage response to decoy receptor 3,"Analysis of monocyte-derived macrophages (MDMs) treated with decoy receptor 3 (DcR3) recombinant fusion protein. DcR3, a TNF receptor superfamily member, is up-regulated in tumors from diverse lineages. Results provide insight into the role of DcR3 in tumor-associated macrophage (TAM) development.",18349319,GPL570,in situ oligonucleotide,54675,1,4,transformed count,GSE10856,none,data/GEO_v2/datasets/GDS3258.csv,958,agent,2,"{'control': 2, 'decoy receptor 3': 2}","{'control': 0, 'decoy receptor 3': 1}"
GDS1667,Head and neck squamous cell carcinoma tumors harboring human papillomavirus,Analysis of 8 head and neck squamous cell carcinoma (HNSCC) tumors positive for human papilloma virus (HPV). 28 HNSCC HPV negative tumors examined. Between 15% and 35% of HNSCCs harbor HPV DNA. Results provide insight into the effect of HPV infection in HNSCC.,"['16467079', '16943533']",GPL570,in situ oligonucleotide,54675,1,36,transformed count,GSE3292,none,data/GEO_v2/datasets/GDS1667.csv,958,infection,2,"{'HPV negative': 28, 'HPV positive': 8}","{'HPV negative': 0, 'HPV positive': 1}"
GDS5633,Peroxisome proliferator-activated receptor β/δ agonist and hypoxia effects on umbilical vein endothelial cells,Analysis of HUVECs stimulated with two important angiogenic stimuli: peroxisome proliferator-activated receptor (PPAR) β/δ agonist and hypoxia. Results provide insight into possible synergistic molecular interactions between the PPAR β/δ and hypoxia-inducible factor (HIF) 1 signaling pathways.,24721177,GPL570,in situ oligonucleotide,54675,1,4,transformed count,GSE50378,none,data/GEO_v2/datasets/GDS5633.csv,958,agent,2,"{'PPARÎ²/Î´ agonist': 2, 'control': 2}","{'PPARÎ²/Î´ agonist': 0, 'control': 1}"
GDS5633,Peroxisome proliferator-activated receptor β/δ agonist and hypoxia effects on umbilical vein endothelial cells,Analysis of HUVECs stimulated with two important angiogenic stimuli: peroxisome proliferator-activated receptor (PPAR) β/δ agonist and hypoxia. Results provide insight into possible synergistic molecular interactions between the PPAR β/δ and hypoxia-inducible factor (HIF) 1 signaling pathways.,24721177,GPL570,in situ oligonucleotide,54675,1,4,transformed count,GSE50378,none,data/GEO_v2/datasets/GDS5633.csv,958,stress,2,"{'hypoxia': 2, 'control': 2}","{'hypoxia': 0, 'control': 1}"
GDS5068,Rheumatoid arthritic synovium response to tocilizumab,Analysis of synovial biopsies from rheumatoid arthritis patients before and 12 weeks after the start of tocilizumab (TCZ) therapy. Results compared to those obtained from methotrexate (MTX) therapy (GDS5069) and provide insight into the differences in the mechanisms of action between TCZ and MTX.,24449571,GPL570,in situ oligonucleotide,54675,1,24,transformed count,GSE45867,none,data/GEO_v2/datasets/GDS5068.csv,958,agent,2,"{'baseline': 12, 'tocilizumab': 12}","{'baseline': 0, 'tocilizumab': 1}"
GDS5427,Osteoarthritic acetabular labrum 3-D culture,Analysis of osteoarthritic labrum cells cultured for 7 days in a 3-dimensional alginate bead system. The acetabular labrum is a fibrocartilaginous structure that seals the hip joint. Results provide insight into hip OA-associated molecular changes in acetabular labrum cells.,25371314,GPL6244,in situ oligonucleotide,33297,1,8,transformed count,GSE60762,none,data/GEO_v2/datasets/GDS5427.csv,959,disease state,2,"{'osteoarthritic': 5, 'healthy': 3}","{'osteoarthritic': 0, 'healthy': 1}"
GDS4607,Psoriasis non-lesional skin response to interferon-γ,Analysis of non-lesional (NL) skin of psoriasis patients 24 hrs after a single intradermal injection of interferon-γ (IFN-γ) to the NL skin. Results suggest that IFN-γ may prime an inflammatory environment in the skin that shares many features with psoriasis.,22277938,GPL571,in situ oligonucleotide,22277,1,60,transformed count,GSE32407,none,data/GEO_v2/datasets/GDS4607.csv,958,disease state,2,"{'psoriasis': 30, 'healthy': 30}","{'psoriasis': 0, 'healthy': 1}"
GDS4607,Psoriasis non-lesional skin response to interferon-γ,Analysis of non-lesional (NL) skin of psoriasis patients 24 hrs after a single intradermal injection of interferon-γ (IFN-γ) to the NL skin. Results suggest that IFN-γ may prime an inflammatory environment in the skin that shares many features with psoriasis.,22277938,GPL571,in situ oligonucleotide,22277,1,60,transformed count,GSE32407,none,data/GEO_v2/datasets/GDS4607.csv,958,protocol,3,"{'baseline': 20, 'interferon-Î³ injection': 20, 'placebo': 20}","{'baseline': 0, 'interferon-Î³ injection': 1, 'placebo': 0}"
GDS5321,Normal ovarian and fallopian tube epithelial cells immortalized with hTERT,Analysis of paired normal hTERT-immortalized ovarian (OCE) and fallopian tube (FNE) epithelial cell lines derived from two cancer-free donors. Results provide insight into gene signatures distinguishing the two cell types that could potentially identify the cell-of-origin of ovarian tumors.,24303006,GPL570,in situ oligonucleotide,54675,1,12,transformed count,GSE37648,none,data/GEO_v2/datasets/GDS5321.csv,958,individual,2,"{'patient 1': 6, 'patient 2': 6}","{'patient 1': 0, 'patient 2': 1}"
GDS5321,Normal ovarian and fallopian tube epithelial cells immortalized with hTERT,Analysis of paired normal hTERT-immortalized ovarian (OCE) and fallopian tube (FNE) epithelial cell lines derived from two cancer-free donors. Results provide insight into gene signatures distinguishing the two cell types that could potentially identify the cell-of-origin of ovarian tumors.,24303006,GPL570,in situ oligonucleotide,54675,1,12,transformed count,GSE37648,none,data/GEO_v2/datasets/GDS5321.csv,958,cell line,2,"{'ovarian epithelium, hTERT-immortalized': 6, 'fallopian tube epithelium, hTERT-immortalized': 6}","{'ovarian epithelium, hTERT-immortalized': 0, 'fallopian tube epithelium, hTERT-immortalized': 1}"
GDS3656,Folic acid effect on endothelial progenitor cells of type 1 diabetes patients,Analysis of endothelial progenitor cells (EPCs) from patients with type 1 diabetes (T1D) before and 4 weeks of dietary folic acid (FA) supplementation. EPCs are involved in vascular wall repair. T1D results in reduced circulating EPCs. Results provide insight into the effect of FA on EPC function.,19706161,GPL2700,oligonucleotide beads,24354,1,32,transformed count,GSE17635,none,data/GEO_v2/datasets/GDS3656.csv,952,agent,2,"{'untreated': 22, 'folic acid': 10}","{'untreated': 0, 'folic acid': 1}"
GDS3656,Folic acid effect on endothelial progenitor cells of type 1 diabetes patients,Analysis of endothelial progenitor cells (EPCs) from patients with type 1 diabetes (T1D) before and 4 weeks of dietary folic acid (FA) supplementation. EPCs are involved in vascular wall repair. T1D results in reduced circulating EPCs. Results provide insight into the effect of FA on EPC function.,19706161,GPL2700,oligonucleotide beads,24354,1,32,transformed count,GSE17635,none,data/GEO_v2/datasets/GDS3656.csv,952,disease state,2,"{'type 1 diabetes': 21, 'healthy': 11}","{'type 1 diabetes': 0, 'healthy': 1}"
