name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,class_mapping,is_train
GDS4412,Dietary fatty acid composition effect on vastus lateralis muscle,"Analysis of skeletal muscle (SM) from insulin resistant men 4 hrs after consumption of meals high in saturated FA (SFA), monounsaturated FA (MUFA), or polyunsaturated FA (PUFA). Results provide insight into mechanisms underlying effects of FA composition on SM FA handling and insulin sensitivity.",22338035,GPL6244,in situ oligonucleotide,33297,1,56,transformed count,GSE31901,none,data/GEO_v2/datasets/GDS4412.csv,959,protocol,3,"{'monounsaturated FA': 20, 'saturated FA': 18, 'polyunsaturated FA': 18}","{'monounsaturated FA': 0, 'saturated FA': 0, 'polyunsaturated FA': 1}",False
GDS4412,Dietary fatty acid composition effect on vastus lateralis muscle,"Analysis of skeletal muscle (SM) from insulin resistant men 4 hrs after consumption of meals high in saturated FA (SFA), monounsaturated FA (MUFA), or polyunsaturated FA (PUFA). Results provide insight into mechanisms underlying effects of FA composition on SM FA handling and insulin sensitivity.",22338035,GPL6244,in situ oligonucleotide,33297,1,56,transformed count,GSE31901,none,data/GEO_v2/datasets/GDS4412.csv,959,protocol,3,"{'monounsaturated FA': 20, 'saturated FA': 18, 'polyunsaturated FA': 18}","{'monounsaturated FA': 0, 'saturated FA': 1, 'polyunsaturated FA': 0}",False
GDS4412,Dietary fatty acid composition effect on vastus lateralis muscle,"Analysis of skeletal muscle (SM) from insulin resistant men 4 hrs after consumption of meals high in saturated FA (SFA), monounsaturated FA (MUFA), or polyunsaturated FA (PUFA). Results provide insight into mechanisms underlying effects of FA composition on SM FA handling and insulin sensitivity.",22338035,GPL6244,in situ oligonucleotide,33297,1,56,transformed count,GSE31901,none,data/GEO_v2/datasets/GDS4412.csv,959,protocol,3,"{'monounsaturated FA': 20, 'saturated FA': 18, 'polyunsaturated FA': 18}","{'monounsaturated FA': 1, 'saturated FA': 0, 'polyunsaturated FA': 0}",False
GDS4056,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (USO-02103 cohort),Analysis of pre-treatment biopsies from 62 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from US Oncology clinical trial 02103. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,61,transformed count,GSE23988,none,data/GEO_v2/datasets/GDS4056.csv,958,disease state,3,"{'prechemo T stage 3': 40, 'prechemo T stage 2': 20, 'prechemo T stage 1': 1}","{'prechemo T stage 3': 0, 'prechemo T stage 2': 0, 'prechemo T stage 1': 1}",False
GDS4056,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (USO-02103 cohort),Analysis of pre-treatment biopsies from 62 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from US Oncology clinical trial 02103. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,61,transformed count,GSE23988,none,data/GEO_v2/datasets/GDS4056.csv,958,disease state,3,"{'prechemo T stage 3': 40, 'prechemo T stage 2': 20, 'prechemo T stage 1': 1}","{'prechemo T stage 3': 0, 'prechemo T stage 2': 1, 'prechemo T stage 1': 0}",False
GDS4056,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (USO-02103 cohort),Analysis of pre-treatment biopsies from 62 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from US Oncology clinical trial 02103. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,61,transformed count,GSE23988,none,data/GEO_v2/datasets/GDS4056.csv,958,disease state,3,"{'prechemo T stage 3': 40, 'prechemo T stage 2': 20, 'prechemo T stage 1': 1}","{'prechemo T stage 3': 0, 'prechemo T stage 2': 1, 'prechemo T stage 1': 1}",False
GDS4056,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (USO-02103 cohort),Analysis of pre-treatment biopsies from 62 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from US Oncology clinical trial 02103. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,61,transformed count,GSE23988,none,data/GEO_v2/datasets/GDS4056.csv,958,genotype/variation,2,"{'ER +': 32, 'ER -': 29}","{'ER +': 0, 'ER -': 1}",False
GDS4056,ER-positive/HER2-negative and ER-negative/HER2-negative breast cancer biopsies (USO-02103 cohort),Analysis of pre-treatment biopsies from 62 HER2-normal breast cancer patients (ER-positive and ER-negative subtypes) from US Oncology clinical trial 02103. Results provide insight into molecular mechanisms associated with chemotherapy sensitivity in breast cancer subtypes.,21191116,GPL96,in situ oligonucleotide,22283,1,61,transformed count,GSE23988,none,data/GEO_v2/datasets/GDS4056.csv,958,other,2,"{'postchemo: residual invasive cancer': 41, 'postchemo: no invasive cancer': 20}","{'postchemo: residual invasive cancer': 0, 'postchemo: no invasive cancer': 1}",False
GDS3539,Psoriasis,"Analysis of lesional and non-lesional skins from patients with psoriasis. Psoriasis is an immune-mediated disease characterized by aberrant epidermal differentiation, surface scale formation, and marked cutaneous inflammation. Results provide insight into the molecular pathogenesis of psoriasis.",18648529,GPL570,in situ oligonucleotide,54675,1,82,transformed count,GSE14905,none,data/GEO_v2/datasets/GDS3539.csv,958,disease state,2,"{'psoriasis': 61, 'control': 21}","{'psoriasis': 0, 'control': 1}",False
GDS3539,Psoriasis,"Analysis of lesional and non-lesional skins from patients with psoriasis. Psoriasis is an immune-mediated disease characterized by aberrant epidermal differentiation, surface scale formation, and marked cutaneous inflammation. Results provide insight into the molecular pathogenesis of psoriasis.",18648529,GPL570,in situ oligonucleotide,54675,1,82,transformed count,GSE14905,none,data/GEO_v2/datasets/GDS3539.csv,958,specimen,3,"{'lesional': 33, 'non-lesional': 28, 'normal': 21}","{'lesional': 0, 'non-lesional': 0, 'normal': 1}",False
GDS3539,Psoriasis,"Analysis of lesional and non-lesional skins from patients with psoriasis. Psoriasis is an immune-mediated disease characterized by aberrant epidermal differentiation, surface scale formation, and marked cutaneous inflammation. Results provide insight into the molecular pathogenesis of psoriasis.",18648529,GPL570,in situ oligonucleotide,54675,1,82,transformed count,GSE14905,none,data/GEO_v2/datasets/GDS3539.csv,958,specimen,3,"{'lesional': 33, 'non-lesional': 28, 'normal': 21}","{'lesional': 0, 'non-lesional': 1, 'normal': 0}",False
GDS3539,Psoriasis,"Analysis of lesional and non-lesional skins from patients with psoriasis. Psoriasis is an immune-mediated disease characterized by aberrant epidermal differentiation, surface scale formation, and marked cutaneous inflammation. Results provide insight into the molecular pathogenesis of psoriasis.",18648529,GPL570,in situ oligonucleotide,54675,1,82,transformed count,GSE14905,none,data/GEO_v2/datasets/GDS3539.csv,958,specimen,3,"{'lesional': 33, 'non-lesional': 28, 'normal': 21}","{'lesional': 1, 'non-lesional': 0, 'normal': 0}",False
GDS4516,Colorectal cancer: laser microdissected tumor tissues,Analysis of LCM-isolated colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,104,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4516.csv,958,disease state,3,"{'no metastasis': 66, 'metastasis': 20, 'metastatic recurrence': 18}","{'no metastasis': 0, 'metastasis': 1, 'metastatic recurrence': 1}",True
GDS4516,Colorectal cancer: laser microdissected tumor tissues,Analysis of LCM-isolated colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,104,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4516.csv,958,other,7,"{'stage: 3b': 24, 'stage: 2a': 20, 'stage: 4': 20, 'stage: 2b': 17, 'stage: 1': 13, 'stage: 3c': 6, 'stage: 3a': 4}","{'stage: 3b': 0, 'stage: 2a': 0, 'stage: 4': 0, 'stage: 2b': 0, 'stage: 1': 1, 'stage: 3c': 0, 'stage: 3a': 0}",True
GDS4516,Colorectal cancer: laser microdissected tumor tissues,Analysis of LCM-isolated colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,104,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4516.csv,958,other,7,"{'stage: 3b': 24, 'stage: 2a': 20, 'stage: 4': 20, 'stage: 2b': 17, 'stage: 1': 13, 'stage: 3c': 6, 'stage: 3a': 4}","{'stage: 3b': 0, 'stage: 2a': 1, 'stage: 4': 0, 'stage: 2b': 1, 'stage: 1': 0, 'stage: 3c': 0, 'stage: 3a': 0}",True
GDS4516,Colorectal cancer: laser microdissected tumor tissues,Analysis of LCM-isolated colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,104,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4516.csv,958,other,7,"{'stage: 3b': 24, 'stage: 2a': 20, 'stage: 4': 20, 'stage: 2b': 17, 'stage: 1': 13, 'stage: 3c': 6, 'stage: 3a': 4}","{'stage: 3b': 1, 'stage: 2a': 0, 'stage: 4': 0, 'stage: 2b': 0, 'stage: 1': 0, 'stage: 3c': 1, 'stage: 3a': 1}",True
GDS4516,Colorectal cancer: laser microdissected tumor tissues,Analysis of LCM-isolated colorectal cancer (CRC) tumors representing various stages and metastases. Results provide insight into predictive biomarkers of metastasis and treatment targets in CRC.,21270110,GPL570,in situ oligonucleotide,54675,1,104,transformed count,GSE21510,none,data/GEO_v2/datasets/GDS4516.csv,958,other,7,"{'stage: 3b': 24, 'stage: 2a': 20, 'stage: 4': 20, 'stage: 2b': 17, 'stage: 1': 13, 'stage: 3c': 6, 'stage: 3a': 4}","{'stage: 3b': 0, 'stage: 2a': 0, 'stage: 4': 1, 'stage: 2b': 0, 'stage: 1': 0, 'stage: 3c': 0, 'stage: 3a': 0}",True
GDS4381,Patient-derived colorectal cancer explants,"Analysis of patient-derived colorectal cancer explants (PDCCE), generated by direct transplantation of human colorectal cancer (CRC) tissues into NOD-SCID mice, and matched patient CRC primary tumors. Results provide insight into the degree to which PDCCEs represent their primary human counterparts.",22675560,GPL570,in situ oligonucleotide,54675,1,64,transformed count,GSE35144,none,data/GEO_v2/datasets/GDS4381.csv,958,tissue,2,"{'PDCCE tumor': 37, 'human tumor': 27}","{'PDCCE tumor': 0, 'human tumor': 1}",False
GDS4167,Chronic lymphocytic leukemia: peripheral blood B cells (HG-U133A),"Analysis of peripheral blood B cells isolated from 41 untreated chronic lymphocytic leukemia (CLL) patients and 11 age-matched control subjects. B-cell CLL is the most common type of leukemia, mainly affecting adults. Results provide insight into molecular mechanisms underlying CLL pathogenesis.",20595513,GPL96,in situ oligonucleotide,22283,1,52,transformed count,GSE22529,none,data/GEO_v2/datasets/GDS4167.csv,958,disease state,2,"{'Chronic lymphocytic leukemia': 41, 'normal control': 11}","{'Chronic lymphocytic leukemia': 0, 'normal control': 1}",False
GDS3329,Cytogenetically normal acute myeloid leukemia_test set,Analysis of mononuclear cells from bone marrow or peripheral blood from a test set of adult patients with cytogenetically normal acute myeloid leukemia (CN-AML). CN-AML patients show heterogeneous treatment outcomes. Results provide insight into the prognostic value of a gene signature for CN-AML.,18716133,GPL570,in situ oligonucleotide,54675,1,79,transformed count,GSE12417,none,data/GEO_v2/datasets/GDS3329.csv,958,tissue,2,"{'bone marrow': 74, 'peripheral blood': 5}","{'bone marrow': 0, 'peripheral blood': 1}",True
GDS3627,Non-small lung cancer subtypes: adenocarcinoma and squamous cell carcinoma,Comparison of two non-small cell lung cancer histological subtypes: adenocarcinomas (AC) and squamous cell carcinomas (SCC). Results provide insight into the molecular differences between AC and SCC.,18486272,GPL570,in situ oligonucleotide,54675,1,58,transformed count,GSE10245,none,data/GEO_v2/datasets/GDS3627.csv,958,disease state,2,"{'adenocarcinoma': 40, 'squamous cell carcinoma': 18}","{'adenocarcinoma': 0, 'squamous cell carcinoma': 1}",True
GDS4222,Classic Hodgkins lymphoma diagnostic lymph-node biopsies,Analysis of diagnostic lymph-node biopsies from classic Hodgkins lymphoma HIV- patients before ABVD chemotherapy. Results identify gene expression signatures that correlate with treatment outcomes.,20220182,GPL570,in situ oligonucleotide,54675,1,130,transformed count,GSE17920,none,data/GEO_v2/datasets/GDS4222.csv,958,gender,2,"{'male': 73, 'female': 57}","{'male': 0, 'female': 1}",False
GDS4222,Classic Hodgkins lymphoma diagnostic lymph-node biopsies,Analysis of diagnostic lymph-node biopsies from classic Hodgkins lymphoma HIV- patients before ABVD chemotherapy. Results identify gene expression signatures that correlate with treatment outcomes.,20220182,GPL570,in situ oligonucleotide,54675,1,130,transformed count,GSE17920,none,data/GEO_v2/datasets/GDS4222.csv,958,disease state,4,"{'disease stage: 2': 67, 'disease stage: 3': 29, 'disease stage: 4': 18, 'disease stage: 1': 16}","{'disease stage: 2': 0, 'disease stage: 3': 0, 'disease stage: 4': 0, 'disease stage: 1': 1}",False
GDS4222,Classic Hodgkins lymphoma diagnostic lymph-node biopsies,Analysis of diagnostic lymph-node biopsies from classic Hodgkins lymphoma HIV- patients before ABVD chemotherapy. Results identify gene expression signatures that correlate with treatment outcomes.,20220182,GPL570,in situ oligonucleotide,54675,1,130,transformed count,GSE17920,none,data/GEO_v2/datasets/GDS4222.csv,958,disease state,4,"{'disease stage: 2': 67, 'disease stage: 3': 29, 'disease stage: 4': 18, 'disease stage: 1': 16}","{'disease stage: 2': 0, 'disease stage: 3': 0, 'disease stage: 4': 1, 'disease stage: 1': 0}",False
GDS4222,Classic Hodgkins lymphoma diagnostic lymph-node biopsies,Analysis of diagnostic lymph-node biopsies from classic Hodgkins lymphoma HIV- patients before ABVD chemotherapy. Results identify gene expression signatures that correlate with treatment outcomes.,20220182,GPL570,in situ oligonucleotide,54675,1,130,transformed count,GSE17920,none,data/GEO_v2/datasets/GDS4222.csv,958,disease state,4,"{'disease stage: 2': 67, 'disease stage: 3': 29, 'disease stage: 4': 18, 'disease stage: 1': 16}","{'disease stage: 2': 0, 'disease stage: 3': 1, 'disease stage: 4': 0, 'disease stage: 1': 0}",False
GDS4222,Classic Hodgkins lymphoma diagnostic lymph-node biopsies,Analysis of diagnostic lymph-node biopsies from classic Hodgkins lymphoma HIV- patients before ABVD chemotherapy. Results identify gene expression signatures that correlate with treatment outcomes.,20220182,GPL570,in situ oligonucleotide,54675,1,130,transformed count,GSE17920,none,data/GEO_v2/datasets/GDS4222.csv,958,disease state,4,"{'disease stage: 2': 67, 'disease stage: 3': 29, 'disease stage: 4': 18, 'disease stage: 1': 16}","{'disease stage: 2': 0, 'disease stage: 3': 1, 'disease stage: 4': 1, 'disease stage: 1': 1}",False
GDS4758,Postmortem Alzheimer's disease brains: Hisayama study,"Analysis of postmortem brain tissues (frontal cortex, temporal cortex, hippocampus) from male and female Hisayama residents pathologically diagnosed as having Alzheimer's disease (AD) or an AD-like disorder. Results provide insight into the molecular mechanisms underlying AD brain pathology.",23595620,GPL6244,in situ oligonucleotide,33297,1,79,transformed count,GSE36980,none,data/GEO_v2/datasets/GDS4758.csv,959,disease state,2,"{""non-Alzheimer's disease"": 47, ""Alzheimer's disease"": 32}","{""non-Alzheimer's disease"": 0, ""Alzheimer's disease"": 1}",False
GDS4758,Postmortem Alzheimer's disease brains: Hisayama study,"Analysis of postmortem brain tissues (frontal cortex, temporal cortex, hippocampus) from male and female Hisayama residents pathologically diagnosed as having Alzheimer's disease (AD) or an AD-like disorder. Results provide insight into the molecular mechanisms underlying AD brain pathology.",23595620,GPL6244,in situ oligonucleotide,33297,1,79,transformed count,GSE36980,none,data/GEO_v2/datasets/GDS4758.csv,959,tissue,3,"{'frontal cortex': 33, 'temporal cortex': 29, 'hippocampus': 17}","{'frontal cortex': 0, 'temporal cortex': 0, 'hippocampus': 1}",False
GDS4758,Postmortem Alzheimer's disease brains: Hisayama study,"Analysis of postmortem brain tissues (frontal cortex, temporal cortex, hippocampus) from male and female Hisayama residents pathologically diagnosed as having Alzheimer's disease (AD) or an AD-like disorder. Results provide insight into the molecular mechanisms underlying AD brain pathology.",23595620,GPL6244,in situ oligonucleotide,33297,1,79,transformed count,GSE36980,none,data/GEO_v2/datasets/GDS4758.csv,959,gender,2,"{'female': 42, 'male': 37}","{'female': 0, 'male': 1}",False
GDS3312,Cytogenetically normal acute myeloid leukemia_training set (HG-U133A),Analysis of mononuclear cells from bone marrow or peripheral blood from a training set of 163 adult patients with cytogenetically normal acute myeloid leukemia (CN-AML). Patients with CN-AML show heterogeneous treatment outcomes. Results provide insight into a prognostic gene signature for CN-AML.,18716133,GPL96,in situ oligonucleotide,22283,1,163,transformed count,GSE12417,none,data/GEO_v2/datasets/GDS3312.csv,958,tissue,2,"{'bone marrow': 161, 'peripheral blood': 2}","{'bone marrow': 0, 'peripheral blood': 1}",True
GDS4282,Clear-cell renal cell carcinoma tumors and tumorgrafts deficient for tumor suppressor BAP1 or PBRM1,"Analysis of BAP1- and PBRM1-deficient ccRCC primary tumors, tumors growing in immunodeficient mice (tumorgrafts), and matched normal kidney cortices. BAP1 loss, but not PBRM1 loss, is associated with high-grade tumors. Results provide insight into molecular classification of RCC subtypes.",22683710,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE36895,none,data/GEO_v2/datasets/GDS4282.csv,958,tissue,11,"{'ccRCC tumor': 29, 'normal cortex': 23, 'tumorgraft _p0': 9, 'tumorgraft_p1': 3, 'tumorgraft_p2': 3, 'tumorgraft_p4': 3, 'tumorgraft_p8': 2, 'tumorgraft_p3': 1, 'tumorgraft_p7': 1, 'tumorgraft_p9': 1, 'tumorgraft_p1_from metastasis': 1}","{'ccRCC tumor': 1, 'normal cortex': 0, 'tumorgraft _p0': 0, 'tumorgraft_p1': 0, 'tumorgraft_p2': 0, 'tumorgraft_p4': 0, 'tumorgraft_p8': 0, 'tumorgraft_p3': 0, 'tumorgraft_p7': 0, 'tumorgraft_p9': 0, 'tumorgraft_p1_from metastasis': 0}",True
GDS4282,Clear-cell renal cell carcinoma tumors and tumorgrafts deficient for tumor suppressor BAP1 or PBRM1,"Analysis of BAP1- and PBRM1-deficient ccRCC primary tumors, tumors growing in immunodeficient mice (tumorgrafts), and matched normal kidney cortices. BAP1 loss, but not PBRM1 loss, is associated with high-grade tumors. Results provide insight into molecular classification of RCC subtypes.",22683710,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE36895,none,data/GEO_v2/datasets/GDS4282.csv,958,tissue,11,"{'ccRCC tumor': 29, 'normal cortex': 23, 'tumorgraft _p0': 9, 'tumorgraft_p1': 3, 'tumorgraft_p2': 3, 'tumorgraft_p4': 3, 'tumorgraft_p8': 2, 'tumorgraft_p3': 1, 'tumorgraft_p7': 1, 'tumorgraft_p9': 1, 'tumorgraft_p1_from metastasis': 1}","{'ccRCC tumor': 0, 'normal cortex': 1, 'tumorgraft _p0': 0, 'tumorgraft_p1': 0, 'tumorgraft_p2': 0, 'tumorgraft_p4': 0, 'tumorgraft_p8': 0, 'tumorgraft_p3': 0, 'tumorgraft_p7': 0, 'tumorgraft_p9': 0, 'tumorgraft_p1_from metastasis': 0}",True
GDS4282,Clear-cell renal cell carcinoma tumors and tumorgrafts deficient for tumor suppressor BAP1 or PBRM1,"Analysis of BAP1- and PBRM1-deficient ccRCC primary tumors, tumors growing in immunodeficient mice (tumorgrafts), and matched normal kidney cortices. BAP1 loss, but not PBRM1 loss, is associated with high-grade tumors. Results provide insight into molecular classification of RCC subtypes.",22683710,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE36895,none,data/GEO_v2/datasets/GDS4282.csv,958,tissue,11,"{'ccRCC tumor': 29, 'normal cortex': 23, 'tumorgraft _p0': 9, 'tumorgraft_p1': 3, 'tumorgraft_p2': 3, 'tumorgraft_p4': 3, 'tumorgraft_p8': 2, 'tumorgraft_p3': 1, 'tumorgraft_p7': 1, 'tumorgraft_p9': 1, 'tumorgraft_p1_from metastasis': 1}","{'ccRCC tumor': 0, 'normal cortex': 0, 'tumorgraft _p0': 1, 'tumorgraft_p1': 1, 'tumorgraft_p2': 1, 'tumorgraft_p4': 1, 'tumorgraft_p8': 1, 'tumorgraft_p3': 1, 'tumorgraft_p7': 1, 'tumorgraft_p9': 1, 'tumorgraft_p1_from metastasis': 1}",True
GDS4282,Clear-cell renal cell carcinoma tumors and tumorgrafts deficient for tumor suppressor BAP1 or PBRM1,"Analysis of BAP1- and PBRM1-deficient ccRCC primary tumors, tumors growing in immunodeficient mice (tumorgrafts), and matched normal kidney cortices. BAP1 loss, but not PBRM1 loss, is associated with high-grade tumors. Results provide insight into molecular classification of RCC subtypes.",22683710,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE36895,none,data/GEO_v2/datasets/GDS4282.csv,958,genotype/variation,3,"{'BAP1 wild type/PBRM1 wild type': 45, 'BAP1 wild type/PBRM1 loss': 21, 'BAP1 loss/PBRM1 wild type': 10}","{'BAP1 wild type/PBRM1 wild type': 0, 'BAP1 wild type/PBRM1 loss': 0, 'BAP1 loss/PBRM1 wild type': 1}",True
GDS4282,Clear-cell renal cell carcinoma tumors and tumorgrafts deficient for tumor suppressor BAP1 or PBRM1,"Analysis of BAP1- and PBRM1-deficient ccRCC primary tumors, tumors growing in immunodeficient mice (tumorgrafts), and matched normal kidney cortices. BAP1 loss, but not PBRM1 loss, is associated with high-grade tumors. Results provide insight into molecular classification of RCC subtypes.",22683710,GPL570,in situ oligonucleotide,54675,1,76,transformed count,GSE36895,none,data/GEO_v2/datasets/GDS4282.csv,958,genotype/variation,3,"{'BAP1 wild type/PBRM1 wild type': 45, 'BAP1 wild type/PBRM1 loss': 21, 'BAP1 loss/PBRM1 wild type': 10}","{'BAP1 wild type/PBRM1 wild type': 0, 'BAP1 wild type/PBRM1 loss': 1, 'BAP1 loss/PBRM1 wild type': 0}",True
GDS4587,UCSF sarcoidosis and hypersensitivity pneumonitis cohort: peripheral blood mononuclear cells,Analysis of whole blood from sarcoidosis and hypersensitivity pneumonitis patients. Results provide insight into molecular mechanisms underlying sarcoidosis and hypersensitivity pneumonitis in peripheral blood.,"['21852540', '25142485']",GPL570,in situ oligonucleotide,54675,1,66,transformed count,GSE19314,none,data/GEO_v2/datasets/GDS4587.csv,958,disease state,5,"{'sarcoidosis': 38, 'healthy': 20, 'hypersensitivity pneumonitis': 6, 'sarcoidosis-associated hepatitis C virus infection': 1, 'bronchiolitis obliterans': 1}","{'sarcoidosis': 0, 'healthy': 1, 'hypersensitivity pneumonitis': 0, 'sarcoidosis-associated hepatitis C virus infection': 0, 'bronchiolitis obliterans': 0}",False
GDS4273,Pediatric age-specific host response to septic shock: whole blood,Analysis of whole blood from children (up to 10 years old) within 24hrs of PICU admission for septic shock. Sepsis therapies useful in adults and older children may have little effect in immunologically immature younger patients. Results provide insight into age-specific host response to sepsis.,21738952,GPL570,in situ oligonucleotide,54675,1,103,transformed count,GSE26378,none,data/GEO_v2/datasets/GDS4273.csv,958,disease state,2,"{'septic shock': 82, 'healthy control': 21}","{'septic shock': 0, 'healthy control': 1}",True
GDS4273,Pediatric age-specific host response to septic shock: whole blood,Analysis of whole blood from children (up to 10 years old) within 24hrs of PICU admission for septic shock. Sepsis therapies useful in adults and older children may have little effect in immunologically immature younger patients. Results provide insight into age-specific host response to sepsis.,21738952,GPL570,in situ oligonucleotide,54675,1,103,transformed count,GSE26378,none,data/GEO_v2/datasets/GDS4273.csv,958,other,2,"{'outcome: survivor': 91, 'outcome: nonsurvivor': 12}","{'outcome: survivor': 0, 'outcome: nonsurvivor': 1}",True
GDS5074,First-time acute myocardial infarction: peripheral blood,Analysis of circulating blood from first-time acute myocardial infarction (AMI) patients within 48 hours of MI. Results provide insight into molecular mechanisms underlying the response of circulating cells to first-time AMI.,24801707,GPL570,in situ oligonucleotide,54675,1,52,transformed count,GSE48060,none,data/GEO_v2/datasets/GDS5074.csv,958,disease state,2,"{'acute myocardial infarction': 31, 'normal control': 21}","{'acute myocardial infarction': 0, 'normal control': 1}",False
GDS4975,Follicular lymphoma and higher grade diffuse large B-cell lymphoma patients: lymph node tumor biopsies,Analysis of lymph node tumor from follicular lymphoma (FL) and higher grade diffuse large B-cell lymphoma (DLBCL) patients. Transformation of FL to a more aggressive disease is often followed by rapid progression and death. Results provide insight into the molecular basis of FL transformation.,24357726,GPL570,in situ oligonucleotide,54675,1,81,transformed count,GSE53820,none,data/GEO_v2/datasets/GDS4975.csv,958,disease state,5,"{'follicular lymphoma': 75, 'DLBCL': 2, 'DLBCL 50% and FL 50%': 2, 'DLBCL 30% and FL 70%': 1, 'DLBCL 10% and FL 90%': 1}","{'follicular lymphoma': 0, 'DLBCL': 1, 'DLBCL 50% and FL 50%': 1, 'DLBCL 30% and FL 70%': 1, 'DLBCL 10% and FL 90%': 1}",False
GDS3829,"Fludarabine, cyclophosphamide, and rituximab chemoimmunotherapy effect on chronic lymphocytic leukemia","Analysis of CD19+ selected B cells from CLL patients before and after chemoimmunotherapy regimens of rituximab (R), fludarabine and cyclophosphamide (FC), or RFC. Results provide insight into the molecular mechanisms underlying the beneficial effects of the chemoimmunotherapy regimens.",20966934,GPL570,in situ oligonucleotide,54675,1,50,transformed count,GSE15490,none,data/GEO_v2/datasets/GDS3829.csv,958,agent,5,"{'rituximab': 10, 'fludarabine, cyclophosphamide': 10, 'rituximab, fludarabine, cyclophosphamide': 10, 'control (before rituximab)': 10, 'control (before fludarabine, cyclophosphamide)': 10}","{'rituximab': 1, 'fludarabine, cyclophosphamide': 0, 'rituximab, fludarabine, cyclophosphamide': 1, 'control (before rituximab)': 0, 'control (before fludarabine, cyclophosphamide)': 0}",True
GDS3829,"Fludarabine, cyclophosphamide, and rituximab chemoimmunotherapy effect on chronic lymphocytic leukemia","Analysis of CD19+ selected B cells from CLL patients before and after chemoimmunotherapy regimens of rituximab (R), fludarabine and cyclophosphamide (FC), or RFC. Results provide insight into the molecular mechanisms underlying the beneficial effects of the chemoimmunotherapy regimens.",20966934,GPL570,in situ oligonucleotide,54675,1,50,transformed count,GSE15490,none,data/GEO_v2/datasets/GDS3829.csv,958,agent,5,"{'rituximab': 10, 'fludarabine, cyclophosphamide': 10, 'rituximab, fludarabine, cyclophosphamide': 10, 'control (before rituximab)': 10, 'control (before fludarabine, cyclophosphamide)': 10}","{'rituximab': 0, 'fludarabine, cyclophosphamide': 1, 'rituximab, fludarabine, cyclophosphamide': 1, 'control (before rituximab)': 0, 'control (before fludarabine, cyclophosphamide)': 0}",True
GDS3829,"Fludarabine, cyclophosphamide, and rituximab chemoimmunotherapy effect on chronic lymphocytic leukemia","Analysis of CD19+ selected B cells from CLL patients before and after chemoimmunotherapy regimens of rituximab (R), fludarabine and cyclophosphamide (FC), or RFC. Results provide insight into the molecular mechanisms underlying the beneficial effects of the chemoimmunotherapy regimens.",20966934,GPL570,in situ oligonucleotide,54675,1,50,transformed count,GSE15490,none,data/GEO_v2/datasets/GDS3829.csv,958,agent,5,"{'rituximab': 10, 'fludarabine, cyclophosphamide': 10, 'rituximab, fludarabine, cyclophosphamide': 10, 'control (before rituximab)': 10, 'control (before fludarabine, cyclophosphamide)': 10}","{'rituximab': 0, 'fludarabine, cyclophosphamide': 0, 'rituximab, fludarabine, cyclophosphamide': 0, 'control (before rituximab)': 1, 'control (before fludarabine, cyclophosphamide)': 1}",True
