name,title,description,pubmed_id,platform,platform_technology_type,feature_count,channel_count,sample_count,value_type,reference_series,order,file_location,num_L1000_genes,target_column,num_classes,class_distribution,true_class_distribution
GDS2125,Methyl-CpG-binding protein 2 binding disruption during neuronal maturation,"Analysis of SH-SY5Y cells undergoing PMA-induced neuronal maturational differentiation after transfection with a MeCP2 decoy to disrupt binding of MeCP2 to endogenous targets. Results provide insight into the pathogenesis of Rett syndrome, a neurodevelopmental disorder caused by mutations in MeCP2.",16682435,GPL570,in situ oligonucleotide,54675,1,12,count,GSE4600,none,data/GEO_v2/datasets/GDS2125.csv,958,cell type,2,"{'undifferentiated': 3, 'differentiated': 9}","{'differentiated': 9, 'undifferentiated': 3}"
GDS2125,Methyl-CpG-binding protein 2 binding disruption during neuronal maturation,"Analysis of SH-SY5Y cells undergoing PMA-induced neuronal maturational differentiation after transfection with a MeCP2 decoy to disrupt binding of MeCP2 to endogenous targets. Results provide insight into the pathogenesis of Rett syndrome, a neurodevelopmental disorder caused by mutations in MeCP2.",16682435,GPL570,in situ oligonucleotide,54675,1,12,count,GSE4600,none,data/GEO_v2/datasets/GDS2125.csv,958,protocol,3,"{'no transfection': 6, 'control decoy transfection': 3, 'MeCP2 decoy transfection': 3}","{'no transfection': 6, 'control decoy transfection': 3, 'MeCP2 decoy transfection': 3}"
GDS2125,Methyl-CpG-binding protein 2 binding disruption during neuronal maturation,"Analysis of SH-SY5Y cells undergoing PMA-induced neuronal maturational differentiation after transfection with a MeCP2 decoy to disrupt binding of MeCP2 to endogenous targets. Results provide insight into the pathogenesis of Rett syndrome, a neurodevelopmental disorder caused by mutations in MeCP2.",16682435,GPL570,in situ oligonucleotide,54675,1,12,count,GSE4600,none,data/GEO_v2/datasets/GDS2125.csv,958,agent,2,"{'untreated': 3, 'PMA': 9}","{'PMA': 9, 'untreated': 3}"
GDS2126,Rheumatoid arthritis: synovial tissues,"Analysis of synovial tissues from patients with rheumatoid arthritis (RA) and osteoarthritis. RA is a chronic, inflammatory joint disease with pronounced inter-patient heterogeneity. Results provide insight into the pathogenesis of RA.",20858714,GPL91,in situ oligonucleotide,12626,1,15,count,GSE1919,none,data/GEO_v2/datasets/GDS2126.csv,827,disease state,3,"{'normal donor': 5, 'osteoarthritis': 5, 'rheumatoid arthritis': 5}","{'normal donor': 5, 'osteoarthritis': 5, 'rheumatoid arthritis': 5}"
GDS214,Duchenne muscular dystrophy (MuscleChip),Examination of muscle biopsies from Duchenne muscular dystrophy patients and normal subjects of various age groups.  Both mixed groups of patients (5 patient biopsies per group) and individual biopsies analyzed.,11121445,GPL246,spotted oligonucleotide,4653,1,30,count,GSE465,none,data/GEO_v2/datasets/GDS214.csv,155,disease state,2,"{'normal': 4, 'Duchenne muscular dystrophy': 26}","{'Duchenne muscular dystrophy': 26, 'normal': 4}"
GDS214,Duchenne muscular dystrophy (MuscleChip),Examination of muscle biopsies from Duchenne muscular dystrophy patients and normal subjects of various age groups.  Both mixed groups of patients (5 patient biopsies per group) and individual biopsies analyzed.,11121445,GPL246,spotted oligonucleotide,4653,1,30,count,GSE465,none,data/GEO_v2/datasets/GDS214.csv,155,age,4,"{'4-13 year': 2, '5-12 year': 2, '5-6 year': 14, '10-12 year': 12}","{'5-6 year': 14, '10-12 year': 12, '4-13 year': 2, '5-12 year': 2}"
GDS2142,Cystic fibrosis patients with mild and severe lung disease: nasal respiratory epithelium (HG-U133A),Analysis of the nasal respiratory epithelium of cystic fibrosis (CF) patients with mild or severe lung disease. CF patients have identical homozygous deltaF508 CFTR genotypes but exhibit variability in pulmonary disease severity. Results provide insight into the basis of the phenotypic difference.,16614352,GPL96,in situ oligonucleotide,22283,1,19,count,GSE2395,none,data/GEO_v2/datasets/GDS2142.csv,958,disease state,3,"{'normal': 10, 'mild cystic fibrosis': 4, 'severe cystic fibrosis': 5}","{'normal': 10, 'severe cystic fibrosis': 5, 'mild cystic fibrosis': 4}"
GDS2143,Cystic fibrosis patients with mild and severe lung disease: nasal respiratory epithelium (HG-U133B),Analysis of the nasal respiratory epithelium of cystic fibrosis (CF) patients with mild or severe lung disease. CF patients have identical homozygous deltaF508 CFTR genotypes but exhibit variability in pulmonary disease severity. Results provide insight into the basis of the phenotypic difference.,16614352,GPL97,in situ oligonucleotide,22645,1,20,count,GSE2395,none,data/GEO_v2/datasets/GDS2143.csv,288,disease state,3,"{'normal': 11, 'mild cystic fibrosis': 4, 'severe cystic fibrosis': 5}","{'normal': 11, 'severe cystic fibrosis': 5, 'mild cystic fibrosis': 4}"
GDS215,Juvenile dermatomyositis muscle profile (MuscleChip),"Examination of skeletal muscle from juvenile dermatomyositis (JDM) patients, a common pediatric inflammatory myopathy. Muscle biopsies processed singly or in mixed groups of two. Patients genotyped for TNFalpha which is associated with prolonged disease.",11937576,GPL246,spotted oligonucleotide,4653,1,4,count,GSE493,none,data/GEO_v2/datasets/GDS215.csv,242,specimen,2,"{'PLGG-(136-129)': 2, 'PSGA-(133-188)': 2}","{'PLGG-(136-129)': 2, 'PSGA-(133-188)': 2}"
GDS2153,Dermatomyositis,Analysis of skeletal muscle biopsies of 5 patients with dermatomyositis (DM). DM is an idiopathic inflammatory myopathy characterized by muscle weakness and skin lesions. Results provide insight into the pathogenic pathways responsible for muscle fiber damage and dysfunction in myositis.,,GPL96,in situ oligonucleotide,22283,1,9,count,GSE5370,none,data/GEO_v2/datasets/GDS2153.csv,958,disease state,2,"{'normal': 4, 'dermatomyositis': 5}","{'dermatomyositis': 5, 'normal': 4}"
GDS2154,Inflammatory dilated cardiomyopathy,Analysis of parvovirus B19 positive endomyocardial biopsy (EMB) specimens from patients with inflammatory dilated cardiomyopathy (DCMi). Results report on a distinctive cardiac expression pattern in DCMi thereby providing insight into the pathogenesis of this DCM subtype.,17106732,GPL570,in situ oligonucleotide,54675,1,12,count,GSE4172,none,data/GEO_v2/datasets/GDS2154.csv,958,disease state,2,"{'healthy': 4, 'inflammatory dilated cardiomyopathy': 8}","{'inflammatory dilated cardiomyopathy': 8, 'healthy': 4}"
GDS2164,Simian immune deficiency virus Nef protein expression effect on CD4+ T cells,Analysis of Jurkat CD4+ T cells following induction of simian immune deficiency virus (SIV) Nef from an inducible promoter. The Nef protein is expressed early in HIV and SIV infections and plays a crucial role in disease progression. Results identify Nef-mediated changes in T cell gene expression.,16857233,GPL570,in situ oligonucleotide,54675,1,6,count,GSE4785,none,data/GEO_v2/datasets/GDS2164.csv,958,agent,2,"{'control': 3, 'SIV-Nef': 3}","{'control': 3, 'SIV-Nef': 3}"
GDS2168,HIV viremia effect on monocytes,Analysis of CD14+ monocytes from 8 HIV patients at the aviremic state during highly active antiretroviral therapy (HAART) and at the viremic state after the cessation of HAART. Results provide insight into the impact of HIV infection and high-level HIV viremia on the function of monocytes.,17005663,GPL96,in situ oligonucleotide,22283,1,16,count,GSE5220,none,data/GEO_v2/datasets/GDS2168.csv,958,individual,8,"{'patient A': 2, 'patient B': 2, 'patient C': 2, 'patient D': 2, 'patient E': 2, 'patient F': 2, 'patient G': 2, 'patient H': 2}","{'patient A': 2, 'patient B': 2, 'patient C': 2, 'patient D': 2, 'patient E': 2, 'patient F': 2, 'patient G': 2, 'patient H': 2}"
GDS2168,HIV viremia effect on monocytes,Analysis of CD14+ monocytes from 8 HIV patients at the aviremic state during highly active antiretroviral therapy (HAART) and at the viremic state after the cessation of HAART. Results provide insight into the impact of HIV infection and high-level HIV viremia on the function of monocytes.,17005663,GPL96,in situ oligonucleotide,22283,1,16,count,GSE5220,none,data/GEO_v2/datasets/GDS2168.csv,958,disease state,2,"{'aviremic': 8, 'viremic': 8}","{'aviremic': 8, 'viremic': 8}"
GDS2170,Transcription factor IIF cofactor GAS41 overexpression,"Analysis of SaoS2 cells overexpressing GAS41, a cofactor of the general transcription factor IIF. GAS41 expression from a tet-off vector was suppressed by the addition of doxycycline. Results provide insight into the role of GAS41 in eukaryotic transcription initiation.",,GPL2895,spotted oligonucleotide,56448,1,12,count,GSE5216,none,data/GEO_v2/datasets/GDS2170.csv,889,protocol,2,"{'pTRE2pur plasmid': 6, 'pTRE2pur plasmid and GAS41': 6}","{'pTRE2pur plasmid': 6, 'pTRE2pur plasmid and GAS41': 6}"
GDS2170,Transcription factor IIF cofactor GAS41 overexpression,"Analysis of SaoS2 cells overexpressing GAS41, a cofactor of the general transcription factor IIF. GAS41 expression from a tet-off vector was suppressed by the addition of doxycycline. Results provide insight into the role of GAS41 in eukaryotic transcription initiation.",,GPL2895,spotted oligonucleotide,56448,1,12,count,GSE5216,none,data/GEO_v2/datasets/GDS2170.csv,889,agent,2,"{'untreated': 6, 'doxycycline': 6}","{'untreated': 6, 'doxycycline': 6}"
GDS2170,Transcription factor IIF cofactor GAS41 overexpression,"Analysis of SaoS2 cells overexpressing GAS41, a cofactor of the general transcription factor IIF. GAS41 expression from a tet-off vector was suppressed by the addition of doxycycline. Results provide insight into the role of GAS41 in eukaryotic transcription initiation.",,GPL2895,spotted oligonucleotide,56448,1,12,count,GSE5216,none,data/GEO_v2/datasets/GDS2170.csv,889,other,3,"{'control': 6, 'GAS41 repressed': 3, 'GAS41 induced': 3}","{'control': 6, 'GAS41 induced': 3, 'GAS41 repressed': 3}"
GDS2171,Prostate adenocarcinomas of various Gleason patterns,"Analysis of prostate adenocarcinoma specimens with Gleason patterns 3, 4, or 5. Adenocarcinoma specimens obtained by radical prostatectomy. Results identify molecular alterations underlying prostate cancer grades.",16829574,GPL3834,spotted DNA/cDNA,15488,2,31,log2 ratio,GSE5132,none,data/GEO_v2/datasets/GDS2171.csv,290,disease state,3,"{'Gleason Pattern 3': 11, 'Gleason Pattern 4': 12, 'Gleason Pattern 5': 8}","{'Gleason Pattern 4': 12, 'Gleason Pattern 3': 11, 'Gleason Pattern 5': 8}"
GDS2175,Cockayne syndrome group B protein-null fibroblast rescue (HG-U133A),"Analysis of Cockayne syndrome group B (CSB) protein-null fibroblasts rescued by expression of CSB cDNA. CS, a neurodegenerative disorder, arises mostly from CSB defects. Results provide insight into how CSB defects cause CS.",16772382,GPL96,in situ oligonucleotide,22283,1,8,count,GSE3407,none,data/GEO_v2/datasets/GDS2175.csv,958,protocol,3,"{'eGFP mock rescue': 3, 'CSB wild type rescue': 3, 'CSB mutant rescue': 2}","{'eGFP mock rescue': 3, 'CSB wild type rescue': 3, 'CSB mutant rescue': 2}"
GDS2176,Cockayne syndrome group B protein-null fibroblast rescue  (HG-U133B),"Analysis of Cockayne syndrome group B (CSB) protein-null fibroblasts rescued by expression of CSB cDNA. CS, a neurodegenerative disorder, arises mostly from CSB defects. Results provide insight into how CSB defects cause CS.",16772382,GPL97,in situ oligonucleotide,22645,1,8,count,GSE3407,none,data/GEO_v2/datasets/GDS2176.csv,288,protocol,3,"{'eGFP mock rescue': 3, 'CSB wild type rescue': 3, 'CSB mutant rescue': 2}","{'eGFP mock rescue': 3, 'CSB wild type rescue': 3, 'CSB mutant rescue': 2}"
GDS2180,M-CSF and GM-CSF differentiated macrophages response to bacillus Calmette-Guerin (Subset A),Analysis of granulocyte-macrophage colony-stimulating factor (CSF) or macrophage-CSF differentiated macrophages stimulated with bacillus Calmette-Guerin. The two macrophage types differ in their resistance to mycobacterial infection. Results identify host resistance or susceptibility genes.,16412049,GPL1293,spotted oligonucleotide,10368,2,7,log ratio,GSE3408,none,data/GEO_v2/datasets/GDS2180.csv,708,cell type,2,"{'GM-CSF cultured macrophage': 4, 'M-CSF cultured macrophage': 3}","{'GM-CSF cultured macrophage': 4, 'M-CSF cultured macrophage': 3}"
GDS2180,M-CSF and GM-CSF differentiated macrophages response to bacillus Calmette-Guerin (Subset A),Analysis of granulocyte-macrophage colony-stimulating factor (CSF) or macrophage-CSF differentiated macrophages stimulated with bacillus Calmette-Guerin. The two macrophage types differ in their resistance to mycobacterial infection. Results identify host resistance or susceptibility genes.,16412049,GPL1293,spotted oligonucleotide,10368,2,7,log ratio,GSE3408,none,data/GEO_v2/datasets/GDS2180.csv,708,agent,2,"{'unstimulated': 4, 'bacillus Calmette-Guerin': 3}","{'unstimulated': 4, 'bacillus Calmette-Guerin': 3}"
GDS2182,M-CSF and GM-CSF differentiated macrophages response to bacillus Calmette-Guerin (Subset B),Analysis of granulocyte-macrophage colony-stimulating factor (CSF) or macrophage-CSF differentiated macrophages stimulated with bacillus Calmette-Guerin. The two macrophage types differ in their resistance to mycobacterial infection. Results identify host resistance or susceptibility genes.,16412049,GPL1294,spotted oligonucleotide,10368,2,7,log ratio,GSE3408,none,data/GEO_v2/datasets/GDS2182.csv,269,cell type,2,"{'GM-CSF cultured macrophage': 4, 'M-CSF cultured macrophage': 3}","{'GM-CSF cultured macrophage': 4, 'M-CSF cultured macrophage': 3}"
GDS2182,M-CSF and GM-CSF differentiated macrophages response to bacillus Calmette-Guerin (Subset B),Analysis of granulocyte-macrophage colony-stimulating factor (CSF) or macrophage-CSF differentiated macrophages stimulated with bacillus Calmette-Guerin. The two macrophage types differ in their resistance to mycobacterial infection. Results identify host resistance or susceptibility genes.,16412049,GPL1294,spotted oligonucleotide,10368,2,7,log ratio,GSE3408,none,data/GEO_v2/datasets/GDS2182.csv,269,agent,2,"{'unstimulated': 4, 'bacillus Calmette-Guerin': 3}","{'unstimulated': 4, 'bacillus Calmette-Guerin': 3}"
GDS2183,M-CSF and GM-CSF differentiated macrophages response to bacillus Calmette-Guerin (Subset C),Analysis of granulocyte-macrophage colony-stimulating factor (CSF) or macrophage-CSF differentiated macrophages stimulated with bacillus Calmette-Guerin. The two macrophage types differ in their resistance to mycobacterial infection. Results identify host resistance or susceptibility genes.,16412049,GPL1295,spotted oligonucleotide,10368,2,7,log ratio,GSE3408,none,data/GEO_v2/datasets/GDS2183.csv,79,cell type,2,"{'GM-CSF cultured macrophage': 4, 'M-CSF cultured macrophage': 3}","{'GM-CSF cultured macrophage': 4, 'M-CSF cultured macrophage': 3}"
GDS2183,M-CSF and GM-CSF differentiated macrophages response to bacillus Calmette-Guerin (Subset C),Analysis of granulocyte-macrophage colony-stimulating factor (CSF) or macrophage-CSF differentiated macrophages stimulated with bacillus Calmette-Guerin. The two macrophage types differ in their resistance to mycobacterial infection. Results identify host resistance or susceptibility genes.,16412049,GPL1295,spotted oligonucleotide,10368,2,7,log ratio,GSE3408,none,data/GEO_v2/datasets/GDS2183.csv,79,agent,2,"{'unstimulated': 4, 'bacillus Calmette-Guerin': 3}","{'unstimulated': 4, 'bacillus Calmette-Guerin': 3}"
GDS2189,BRCA1/CtIP/ZBRK1 repressor complex depletion effect on mammary epithelial cells,Analysis of MCF10A mammary epithelial cells (MECs) in 3D culture following depletion of the BRCA1/CtIP/ZBRK1 repressor complex using BRCA1 or CtIP RNAi. Results provide insight into the molecular mechanisms underlying the accelerated mammary tumor growth correlated with impaired BRCA1 function.,16843262,GPL570,in situ oligonucleotide,54675,1,8,count,GSE4754,none,data/GEO_v2/datasets/GDS2189.csv,958,agent,4,"{'BRCA1 control': 2, 'BRCA1 RNAi': 2, 'CtIP control': 2, 'CtIP RNAi': 2}","{'BRCA1 control': 2, 'BRCA1 RNAi': 2, 'CtIP control': 2, 'CtIP RNAi': 2}"
GDS2190,Bipolar disorder: dorsolateral prefrontal cortex,Analysis of postmortem dorsolateral prefrontal cortex from 30 adults with bipolar disorder. Results provide insight into the pathophysiology of the disease.,16894394,GPL96,in situ oligonucleotide,22283,1,61,count,GSE5388,none,data/GEO_v2/datasets/GDS2190.csv,958,disease state,2,"{'control': 31, 'bipolar disorder': 30}","{'control': 31, 'bipolar disorder': 30}"
GDS2191,Bipolar disorder: orbitofrontal cortex,Analysis of postmortem orbitofrontal cortex from 10 adults with bipolar disorder. Results provide insight into the pathophysiology of the disease.,16894394,GPL96,in situ oligonucleotide,22283,1,21,count,GSE5389,none,data/GEO_v2/datasets/GDS2191.csv,958,disease state,2,"{'control': 11, 'bipolar disorder': 10}","{'control': 11, 'bipolar disorder': 10}"
GDS2193,Sry-related high mobility group box 4 knockdown effect on adenoid cystic carcinoma cells,Analysis of adenoid cystic carcinoma (ACC) derived cells (ACC3) following RNAi knockdown of Sry-related high mobility group box 4 (Sox4). Sox4 is one of the most upregulated genes in ACC. Results provide insight into the role of Sox4 in the pathogenesis of ACC.,16636670,GPL96,in situ oligonucleotide,22283,1,6,count,GSE4225,none,data/GEO_v2/datasets/GDS2193.csv,957,agent,2,"{'control': 3, 'Sox4 RNAi': 3}","{'control': 3, 'Sox4 RNAi': 3}"
GDS2200,Non-melanoma skin cancer,"Analysis of normal skin, actinic keratotic (AK) lesion, and squamous cell carcinoma (SCC) tumor biopsies from 5 patients with non-melanoma skin cancer (NMSC). Results provide insight into the molecular pathogenesis of NMSC.","['16893473', '20231500']",GPL96,in situ oligonucleotide,22283,1,15,count,GSE2503,none,data/GEO_v2/datasets/GDS2200.csv,958,disease state,3,"{'normal': 6, 'actinic keratosis': 4, 'squamous cell carcinoma': 5}","{'normal': 6, 'squamous cell carcinoma': 5, 'actinic keratosis': 4}"
GDS2201,Serrated and conventional adenocarcinomas,Comparison of serrated and conventional colorectal adenocarcinoma tumor samples. Results differentiate serrated from conventional colorectal carcinomas (CRC) and provide insight into the molecular pathogenesis of serrated CRC.,16819509,GPL96,in situ oligonucleotide,22283,1,37,count,GSE4045,none,data/GEO_v2/datasets/GDS2201.csv,958,disease state,2,"{'serrated colerectal carcinoma': 8, 'conventional colorectal carcinoma': 29}","{'conventional colorectal carcinoma': 29, 'serrated colerectal carcinoma': 8}"
GDS2204,Universal reference RNA in various amounts,"Analysis of 1, 2, 5 or 10 ug of Stratagene universal human reference RNA as starting material. Results provide insight into the influence of starting RNA quantity on the subsequent gene expression signal measured from a microarray.",16776839,GPL570,in situ oligonucleotide,54675,1,12,count,GSE3062,none,data/GEO_v2/datasets/GDS2204.csv,958,protocol,4,"{'1 ug': 6, '2 ug': 2, '5 ug': 2, '10 ug': 2}","{'1 ug': 6, '2 ug': 2, '5 ug': 2, '10 ug': 2}"
GDS2205,Dilated cardiomyopathy: left ventricle,Comparison of subendocardial left ventricular tissue samples from 7 patients with dilated cardiomyopathy (DCM) to those from 5 patients with non-failing (NF) hearts. DCM is a common cause of heart failure. Results contribute to the identification of a gene expression signature for DCM.,17045896,GPL96,in situ oligonucleotide,22283,1,12,transformed count,GSE3585,none,data/GEO_v2/datasets/GDS2205.csv,749,disease state,2,"{'non-failing': 5, 'dilated cardiomyopathy': 7}","{'dilated cardiomyopathy': 7, 'non-failing': 5}"
GDS2206,Dilated cardiomyopathy: septum,Comparison of septal myocardial tissue samples from 13 patients with dilated cardiomyopathy (DCM) to those from 15 patients with non-failing (NF) hearts. DCM is a common cause of heart failure. Results contribute to the identification of a gene expression signature for DCM.,17045896,GPL3050,spotted DNA/cDNA,37530,2,28,log2 ratio,GSE3586,none,data/GEO_v2/datasets/GDS2206.csv,789,disease state,2,"{'non-failing': 15, 'dilated cardiomyopathy': 13}","{'non-failing': 15, 'dilated cardiomyopathy': 13}"
GDS2213,Hepatoma cell response to inhibition of DNA methylation and histone deacetylation,"Analysis of HepG2 hepatoma cells following treatment with 5-aza-2'-deoxycytidine (5-aza-dC) to inhibit DNA methylation, or trichostatin A (TSA) to inhibit histone deacetylation, or both. Results identify epigentically regulated genes in hepatoma cells.",16854234,GPL570,in situ oligonucleotide,54675,1,16,count,GSE5230,none,data/GEO_v2/datasets/GDS2213.csv,958,agent,4,"{'untreated': 4, '5-aza-dC': 4, 'TSA': 4, '5-aza-dC plus TSA': 4}","{'untreated': 4, '5-aza-dC': 4, 'TSA': 4, '5-aza-dC plus TSA': 4}"
GDS2214,Septic neutrophil response to lipopolysaccharide and high mobility group box 1 protein,"Analysis of septic neutrophils treated with lipopolysaccharide or high mobility group box 1 (HMGB1) protein. Neutrophils isolated from patients with sepsis-induced acute lung injury (ALI). HMGB1 is a late mediator of endotoxin lethality, and neutrophils play a role in endotoxemia-associated ALI.",17581740,GPL96,in situ oligonucleotide,22283,1,24,transformed count,GSE3037,none,data/GEO_v2/datasets/GDS2214.csv,958,agent,3,"{'control': 8, 'lipopolysaccharide': 8, 'HMGB1': 8}","{'control': 8, 'lipopolysaccharide': 8, 'HMGB1': 8}"
GDS2214,Septic neutrophil response to lipopolysaccharide and high mobility group box 1 protein,"Analysis of septic neutrophils treated with lipopolysaccharide or high mobility group box 1 (HMGB1) protein. Neutrophils isolated from patients with sepsis-induced acute lung injury (ALI). HMGB1 is a late mediator of endotoxin lethality, and neutrophils play a role in endotoxemia-associated ALI.",17581740,GPL96,in situ oligonucleotide,22283,1,24,transformed count,GSE3037,none,data/GEO_v2/datasets/GDS2214.csv,958,individual,8,"{'patient 5': 3, 'patient 6': 3, 'patient 7': 3, 'patient 8': 3, 'patient 9': 3, 'patient 12': 3, 'patient 15': 3, 'patient 19': 3}","{'patient 5': 3, 'patient 6': 3, 'patient 7': 3, 'patient 8': 3, 'patient 9': 3, 'patient 12': 3, 'patient 15': 3, 'patient 19': 3}"
GDS2215,Insecticides chlorpyrifos and cyfluthrin effect on primary fetal astrocytes,"Analysis of primary fetal astrocytes following exposure to the insecticide chlorpyrifos, an organophosphate, or cyfluthrin, a pyrethroid. Results provide insight into the neurotoxicity of cyfluthrin compared to chlorpyrifos and the mechanisms underlying the neurotoxicity of both insecticides.",16790487,GPL570,in situ oligonucleotide,54675,1,9,count,GSE5023,none,data/GEO_v2/datasets/GDS2215.csv,958,agent,3,"{'control': 3, 'chlorpyrifos': 3, 'cyfluthrin': 3}","{'control': 3, 'chlorpyrifos': 3, 'cyfluthrin': 3}"
GDS2216,Lipopolysaccharide antagonist effect on lipopolysaccharide-stimulated dendritic cells: time course,"Analysis of monocyte-derived dendritic cells treated with cyanobacterial product (CyP) for 1 or 3 hours, or with lipopolysaccharide (LPS) in the presence or absence of CyP for 3 hours. Results provide insight into the extent of the antagonistic activity of CyP on LPS-induced responses.",16717116,GPL570,in situ oligonucleotide,54675,1,10,count,GSE4748,none,data/GEO_v2/datasets/GDS2216.csv,958,agent,4,"{'control': 2, 'LPS': 2, 'CyP': 4, 'CyP plus LPS': 2}","{'CyP': 4, 'control': 2, 'LPS': 2, 'CyP plus LPS': 2}"
GDS2216,Lipopolysaccharide antagonist effect on lipopolysaccharide-stimulated dendritic cells: time course,"Analysis of monocyte-derived dendritic cells treated with cyanobacterial product (CyP) for 1 or 3 hours, or with lipopolysaccharide (LPS) in the presence or absence of CyP for 3 hours. Results provide insight into the extent of the antagonistic activity of CyP on LPS-induced responses.",16717116,GPL570,in situ oligonucleotide,54675,1,10,count,GSE4748,none,data/GEO_v2/datasets/GDS2216.csv,958,time,2,"{'1 h': 2, '3 h': 8}","{'3 h': 8, '1 h': 2}"
GDS2219,Testicular diffuse large B cell lymphoma: various subtypes,"Analysis of primary testicular diffuse large B cell lymphomas (DLBCLs) and nodal DLBCLs. DLBCLs are classified as germinal center B cell-like (GCB), activated B cell-like, or undetermined. GCB is associated with a favorable prognosis. Results provide insight into the nature of testicular DLBCL.",16823896,GPL3408,spotted DNA/cDNA,19200,2,36,log2 ratio,GSE4296,none,data/GEO_v2/datasets/GDS2219.csv,431,tissue,2,"{'nodal DLBCL': 10, 'testicular DLBCL': 26}","{'testicular DLBCL': 26, 'nodal DLBCL': 10}"
GDS2219,Testicular diffuse large B cell lymphoma: various subtypes,"Analysis of primary testicular diffuse large B cell lymphomas (DLBCLs) and nodal DLBCLs. DLBCLs are classified as germinal center B cell-like (GCB), activated B cell-like, or undetermined. GCB is associated with a favorable prognosis. Results provide insight into the nature of testicular DLBCL.",16823896,GPL3408,spotted DNA/cDNA,19200,2,36,log2 ratio,GSE4296,none,data/GEO_v2/datasets/GDS2219.csv,431,disease state,4,"{'not determined': 6, 'germinal center B cell-like immunophenotype': 5, 'activated B cell-like immunophentype': 17, 'ambiguous immunophentype': 8}","{'activated B cell-like immunophentype': 17, 'ambiguous immunophentype': 8, 'not determined': 6, 'germinal center B cell-like immunophenotype': 5}"
GDS222,Microarray technology comparison (3OPHs version 1),Part of a comparison of spotted long oligonucleotide arrays with in situ synthesized 25-mer arrays. Examination of amplified and unamplified K562 erythroleukemia RNA and Stratagene Universal Human Reference RNA.,12805270,GPL273,spotted oligonucleotide,14001,2,14,log ratio,GSE344,none,data/GEO_v2/datasets/GDS222.csv,836,protocol,3,"{'unamplified cDNA': 6, 'amplified RNA, one round': 6, 'amplified RNA, two rounds': 2}","{'unamplified cDNA': 6, 'amplified RNA, one round': 6, 'amplified RNA, two rounds': 2}"
GDS2221,Galectin-1 maturative effect on monocyte-derived dendritic cells,"Analysis of monocyte-derived dendritic cells induced to mature with galectin-1, a member of the beta-galactoside-binding lectin family that binds to cell surface glyconjugates. Results provide insight into the role of galectin-1 in the immunobiology of dendritic cells.",16785517,GPL570,in situ oligonucleotide,54675,1,12,count,GSE4984,none,data/GEO_v2/datasets/GDS2221.csv,958,agent,4,"{'untreated': 3, 'vehicle': 3, 'galectin-1': 3, 'lipopolysaccharide': 3}","{'untreated': 3, 'vehicle': 3, 'galectin-1': 3, 'lipopolysaccharide': 3}"
GDS223,Microarray technology comparison (HG-U95A),Part of a comparison of spotted long oligonucleotide arrays with in situ synthesized 25-mer arrays. Examination of amplified and unamplified K562 erythroleukemia RNA and Stratagene Universal Human Reference RNA.,12805270,GPL8300,in situ oligonucleotide,12625,1,5,transformed count,GSE344,none,data/GEO_v2/datasets/GDS223.csv,827,cell type,2,"{'K562 erythroleukemia': 2, 'Universal reference': 3}","{'Universal reference': 3, 'K562 erythroleukemia': 2}"
GDS2230,Intestinal absorptive cell model response to iron deficiency and overload,Analysis of intestinal CaCo-2 cell line grown in medium free of iron or supplemented with hemin to mimic iron overload. Intestinal iron absorption is crucial for systemic iron homeostasis. Results provide insight into molecular mechanisms regulating iron metabolism.,16638840,GPL887,in situ oligonucleotide,22575,2,12,log10 ratio,GSE3573,none,data/GEO_v2/datasets/GDS2230.csv,946,agent,4,"{'DMEM-FBS': 3, 'DMEM-Hemin': 3, 'SF-0': 3, 'SF-FAC (ferric ammonium citrate)': 3}","{'DMEM-FBS': 3, 'DMEM-Hemin': 3, 'SF-0': 3, 'SF-FAC (ferric ammonium citrate)': 3}"
GDS2230,Intestinal absorptive cell model response to iron deficiency and overload,Analysis of intestinal CaCo-2 cell line grown in medium free of iron or supplemented with hemin to mimic iron overload. Intestinal iron absorption is crucial for systemic iron homeostasis. Results provide insight into molecular mechanisms regulating iron metabolism.,16638840,GPL887,in situ oligonucleotide,22575,2,12,log10 ratio,GSE3573,none,data/GEO_v2/datasets/GDS2230.csv,946,growth protocol,2,"{'low ferritin': 6, 'high ferritin': 6}","{'low ferritin': 6, 'high ferritin': 6}"
GDS2234,Skeletal muscle response to endurance exercise training,Comparison of vastus lateralis muscles of previously sedentary individuals with improved insulin sensitivity (SI) after 20 weeks of exercise to those with no change in SI. Results provide insight into the mechanisms involved in the improvement in SI induced by regular exercise.,15687108,GPL1412,spotted oligonucleotide,21120,2,6,log2 ratio,GSE1718,none,data/GEO_v2/datasets/GDS2234.csv,433,protocol,2,"{'baseline': 3, '20 wk exercise': 3}","{'baseline': 3, '20 wk exercise': 3}"
GDS2239,Hepatitis C virus core protein effect on hepatocyte cell line,Analysis of HepG2 hepatocytes following induction of hepatitis C virus (HCV) core protein expression. HCV core protein is implicated in the development of hepatocellular carcinoma (HCC). Results provide insight into the molecular processes affected by the HCV core protein.,16876223,GPL96,in situ oligonucleotide,22283,1,6,count,GSE2067,none,data/GEO_v2/datasets/GDS2239.csv,958,agent,2,"{'control': 3, 'hepatitis C virus core protein': 3}","{'control': 3, 'hepatitis C virus core protein': 3}"
